,carrera,curso,universidad,ciclo,texto_limpio,tokens
190,Ingeniería de las Telecomunicaciones,geografia economica del peru,Universidad Nacional Mayor de San Marcos,1,geografia economica peru,"['geografia', 'economica', 'peru']"
191,Ingeniería de las Telecomunicaciones,ciudadania y derechos fundamentales,Universidad Nacional Mayor de San Marcos,1,ciudadania derechos fundamentales,"['ciudadania', 'derechos', 'fundamentales']"
192,Ingeniería de las Telecomunicaciones,taller de electricidad y electronica,Universidad Nacional Mayor de San Marcos,1,taller electricidad electronica,"['taller', 'electricidad', 'electronica']"
193,Ingeniería de las Telecomunicaciones,economia general,Universidad Nacional Mayor de San Marcos,1,economia general,"['economia', 'general']"
194,Ingeniería de las Telecomunicaciones,emprendimiento e innovacion,Universidad Nacional Mayor de San Marcos,1,emprendimiento innovacion,"['emprendimiento', 'innovacion']"
195,Ingeniería de las Telecomunicaciones,taller de musica,Universidad Nacional Mayor de San Marcos,1,taller musica,"['taller', 'musica']"
196,Ingeniería de las Telecomunicaciones,taller de danza,Universidad Nacional Mayor de San Marcos,1,taller danza,"['taller', 'danza']"
197,Ingeniería de las Telecomunicaciones,apreciacion de cine,Universidad Nacional Mayor de San Marcos,1,apreciacion cine,"['apreciacion', 'cine']"
198,Ingeniería de las Telecomunicaciones,quechua,Universidad Nacional Mayor de San Marcos,1,quechua,['quechua']
199,Ingeniería de las Telecomunicaciones,redaccion y tecnicas de comunicacion efectiva,Universidad Nacional Mayor de San Marcos,2,redaccion tecnicas comunicacion efectiva,"['redaccion', 'tecnicas', 'comunicacion', 'efectiva']"
200,Ingeniería de las Telecomunicaciones,investigacion formativa,Universidad Nacional Mayor de San Marcos,2,investigacion formativa,"['investigacion', 'formativa']"
201,Ingeniería de las Telecomunicaciones,realidad nacional y mundial,Universidad Nacional Mayor de San Marcos,2,realidad nacional mundial,"['realidad', 'nacional', 'mundial']"
202,Ingeniería de las Telecomunicaciones,calculo,Universidad Nacional Mayor de San Marcos,2,calculo,['calculo']
203,Ingeniería de las Telecomunicaciones,fisica,Universidad Nacional Mayor de San Marcos,2,fisica,['fisica']
204,Ingeniería de las Telecomunicaciones,quimica general,Universidad Nacional Mayor de San Marcos,2,quimica general,"['quimica', 'general']"
205,Ingeniería de las Telecomunicaciones,introduccion a las ciencias e ingenieria,Universidad Nacional Mayor de San Marcos,2,introduccion ciencias ingenieria,"['introduccion', 'ciencias', 'ingenieria']"
206,Ingeniería de las Telecomunicaciones,introduccion a la ciencia de la computacion,Universidad Nacional Mayor de San Marcos,3,introduccion ciencia computacion,"['introduccion', 'ciencia', 'computacion']"
207,Ingeniería de las Telecomunicaciones,programacion de computadoras,Universidad Nacional Mayor de San Marcos,3,programacion computadoras,"['programacion', 'computadoras']"
208,Ingeniería de las Telecomunicaciones,desarrollo basado en plataformas,Universidad Nacional Mayor de San Marcos,3,desarrollo basado plataformas,"['desarrollo', 'basado', 'plataformas']"
209,Ingeniería de las Telecomunicaciones,estructuras discretas,Universidad Nacional Mayor de San Marcos,3,estructuras discretas,"['estructuras', 'discretas']"
210,Ingeniería de las Telecomunicaciones,series y ecuaciones diferenciales,Universidad Nacional Mayor de San Marcos,3,series ecuaciones diferenciales,"['series', 'ecuaciones', 'diferenciales']"
211,Ingeniería de las Telecomunicaciones,ingenieria economica,Universidad Nacional Mayor de San Marcos,3,ingenieria economica,"['ingenieria', 'economica']"
212,Ingeniería de las Telecomunicaciones,optica y electromagnetismo,Universidad Nacional Mayor de San Marcos,3,optica electromagnetismo,"['optica', 'electromagnetismo']"
213,Ingeniería de las Telecomunicaciones,algoritmos y estructuras de datos,Universidad Nacional Mayor de San Marcos,4,algoritmos estructuras datos,"['algoritmos', 'estructuras', 'datos']"
214,Ingeniería de las Telecomunicaciones,teoria de la computacion,Universidad Nacional Mayor de San Marcos,4,teoria computacion,"['teoria', 'computacion']"
215,Ingeniería de las Telecomunicaciones,base de datos,Universidad Nacional Mayor de San Marcos,4,base datos,"['base', 'datos']"
216,Ingeniería de las Telecomunicaciones,arquitectura de computadores,Universidad Nacional Mayor de San Marcos,4,arquitectura computadores,"['arquitectura', 'computadores']"
217,Ingeniería de las Telecomunicaciones,estadistica y probabilidades,Universidad Nacional Mayor de San Marcos,4,estadistica probabilidades,"['estadistica', 'probabilidades']"
218,Ingeniería de las Telecomunicaciones,analisis numerico,Universidad Nacional Mayor de San Marcos,4,analisis numerico,"['analisis', 'numerico']"
219,Ingeniería de las Telecomunicaciones,analisis y diseno de algoritmos,Universidad Nacional Mayor de San Marcos,5,analisis diseno algoritmos,"['analisis', 'diseno', 'algoritmos']"
220,Ingeniería de las Telecomunicaciones,base de datos,Universidad Nacional Mayor de San Marcos,5,base datos,"['base', 'datos']"
221,Ingeniería de las Telecomunicaciones,ingenieria de software,Universidad Nacional Mayor de San Marcos,5,ingenieria software,"['ingenieria', 'software']"
222,Ingeniería de las Telecomunicaciones,sistemas operativos,Universidad Nacional Mayor de San Marcos,5,sistemas operativos,"['sistemas', 'operativos']"
223,Ingeniería de las Telecomunicaciones,programacion de computadoras,Universidad Nacional Mayor de San Marcos,5,programacion computadoras,"['programacion', 'computadoras']"
224,Ingeniería de las Telecomunicaciones,investigacion operativa,Universidad Nacional Mayor de San Marcos,5,investigacion operativa,"['investigacion', 'operativa']"
225,Ingeniería de las Telecomunicaciones,ingenieria de software,Universidad Nacional Mayor de San Marcos,6,ingenieria software,"['ingenieria', 'software']"
226,Ingeniería de las Telecomunicaciones,redes y comunicaciones,Universidad Nacional Mayor de San Marcos,6,redes comunicaciones,"['redes', 'comunicaciones']"
227,Ingeniería de las Telecomunicaciones,estructura de datos avanzado,Universidad Nacional Mayor de San Marcos,6,estructura datos avanzado,"['estructura', 'datos', 'avanzado']"
228,Ingeniería de las Telecomunicaciones,topicos de sistemas operativos avanzados,Universidad Nacional Mayor de San Marcos,6,topicos sistemas operativos avanzados,"['topicos', 'sistemas', 'operativos', 'avanzados']"
229,Ingeniería de las Telecomunicaciones,lenguajes y compiladores,Universidad Nacional Mayor de San Marcos,6,lenguajes compiladores,"['lenguajes', 'compiladores']"
230,Ingeniería de las Telecomunicaciones,modelos y simulacion,Universidad Nacional Mayor de San Marcos,6,modelos simulacion,"['modelos', 'simulacion']"
231,Ingeniería de las Telecomunicaciones,procesos estocasticos,Universidad Nacional Mayor de San Marcos,6,procesos estocasticos,"['procesos', 'estocasticos']"
232,Ingeniería de las Telecomunicaciones,interaccion humano computador,Universidad Nacional Mayor de San Marcos,7,interaccion humano computador,"['interaccion', 'humano', 'computador']"
233,Ingeniería de las Telecomunicaciones,lenguajes y compiladores,Universidad Nacional Mayor de San Marcos,7,lenguajes compiladores,"['lenguajes', 'compiladores']"
234,Ingeniería de las Telecomunicaciones,computacion paralela y distribuida,Universidad Nacional Mayor de San Marcos,7,computacion paralela distribuida,"['computacion', 'paralela', 'distribuida']"
235,Ingeniería de las Telecomunicaciones,computacion grafica,Universidad Nacional Mayor de San Marcos,7,computacion grafica,"['computacion', 'grafica']"
236,Ingeniería de las Telecomunicaciones,heuristicas y meta heuristicas,Universidad Nacional Mayor de San Marcos,7,heuristicas meta heuristicas,"['heuristicas', 'meta', 'heuristicas']"
237,Ingeniería de las Telecomunicaciones,investigacion e innovacion,Universidad Nacional Mayor de San Marcos,7,investigacion innovacion,"['investigacion', 'innovacion']"
238,Ingeniería de las Telecomunicaciones,seguridad en computacion,Universidad Nacional Mayor de San Marcos,8,seguridad computacion,"['seguridad', 'computacion']"
239,Ingeniería de las Telecomunicaciones,topicos en ciencia de datos,Universidad Nacional Mayor de San Marcos,8,topicos ciencia datos,"['topicos', 'ciencia', 'datos']"
240,Ingeniería de las Telecomunicaciones,inteligencia artificial,Universidad Nacional Mayor de San Marcos,8,inteligencia artificial,"['inteligencia', 'artificial']"
241,Ingeniería de las Telecomunicaciones,arte y tecnologia,Universidad Nacional Mayor de San Marcos,8,arte tecnologia,"['arte', 'tecnologia']"
242,Ingeniería de las Telecomunicaciones,proyecto final de carrera,Universidad Nacional Mayor de San Marcos,8,proyecto final carrera,"['proyecto', 'final', 'carrera']"
243,Ingeniería de las Telecomunicaciones,computacion verde,Universidad Nacional Mayor de San Marcos,8,computacion verde,"['computacion', 'verde']"
244,Ingeniería de las Telecomunicaciones,topicos en inteligencia artificial,Universidad Nacional Mayor de San Marcos,9,topicos inteligencia artificial,"['topicos', 'inteligencia', 'artificial']"
245,Ingeniería de las Telecomunicaciones,practica preprofesional,Universidad Nacional Mayor de San Marcos,9,practica preprofesional,"['practica', 'preprofesional']"
246,Ingeniería de las Telecomunicaciones,topicos en computacion grafica,Universidad Nacional Mayor de San Marcos,9,topicos computacion grafica,"['topicos', 'computacion', 'grafica']"
247,Ingeniería de las Telecomunicaciones,proyecto final de carrera,Universidad Nacional Mayor de San Marcos,9,proyecto final carrera,"['proyecto', 'final', 'carrera']"
248,Ingeniería de las Telecomunicaciones,practica preprofesional,Universidad Nacional Mayor de San Marcos,10,practica preprofesional,"['practica', 'preprofesional']"
249,Ingeniería de las Telecomunicaciones,tecnologia basada en internet,Universidad Nacional Mayor de San Marcos,10,tecnologia basada internet,"['tecnologia', 'basada', 'internet']"
250,Ingeniería de las Telecomunicaciones,bioinformatica y bioestadistica,Universidad Nacional Mayor de San Marcos,10,bioinformatica bioestadistica,"['bioinformatica', 'bioestadistica']"
251,Ingeniería de las Telecomunicaciones,proyecto final de carrera,Universidad Nacional Mayor de San Marcos,10,proyecto final carrera,"['proyecto', 'final', 'carrera']"
252,Computación Científica,algebra matricial y geometria analitica,Pontificia Universidad Catolica del Peru (PUCP),1,algebra matricial geometria analitica,"['algebra', 'matricial', 'geometria', 'analitica']"
253,Computación Científica,comunicacion academica,Pontificia Universidad Catolica del Peru (PUCP),1,comunicacion academica,"['comunicacion', 'academica']"
254,Computación Científica,fundamentos de calculo,Pontificia Universidad Catolica del Peru (PUCP),1,fundamentos calculo,"['fundamentos', 'calculo']"
255,Computación Científica,fundamentos de fisica,Pontificia Universidad Catolica del Peru (PUCP),1,fundamentos fisica,"['fundamentos', 'fisica']"
256,Computación Científica,quimica,Pontificia Universidad Catolica del Peru (PUCP),1,quimica,['quimica']
257,Computación Científica,laboratorio de quimica,Pontificia Universidad Catolica del Peru (PUCP),1,laboratorio quimica,"['laboratorio', 'quimica']"
258,Computación Científica,calculo diferencial,Pontificia Universidad Catolica del Peru (PUCP),2,calculo diferencial,"['calculo', 'diferencial']"
259,Computación Científica,ciencia y filosofia,Pontificia Universidad Catolica del Peru (PUCP),2,ciencia filosofia,"['ciencia', 'filosofia']"
260,Computación Científica,dibujo en ingenieria,Pontificia Universidad Catolica del Peru (PUCP),2,dibujo ingenieria,"['dibujo', 'ingenieria']"
261,Computación Científica,fisica,Pontificia Universidad Catolica del Peru (PUCP),2,fisica,['fisica']
262,Computación Científica,laboratorio de fisica,Pontificia Universidad Catolica del Peru (PUCP),2,laboratorio fisica,"['laboratorio', 'fisica']"
263,Computación Científica,trabajo academico,Pontificia Universidad Catolica del Peru (PUCP),2,trabajo academico,"['trabajo', 'academico']"
264,Computación Científica,idioma extranjero nivel basico de ingles,Pontificia Universidad Catolica del Peru (PUCP),2,idioma extranjero nivel basico ingles,"['idioma', 'extranjero', 'nivel', 'basico', 'ingles']"
265,Computación Científica,electivos de humanidades,Pontificia Universidad Catolica del Peru (PUCP),2,electivos humanidades,"['electivos', 'humanidades']"
266,Computación Científica,calculo integral,Pontificia Universidad Catolica del Peru (PUCP),3,calculo integral,"['calculo', 'integral']"
267,Computación Científica,calculo en varias variables,Pontificia Universidad Catolica del Peru (PUCP),3,calculo varias variables,"['calculo', 'varias', 'variables']"
268,Computación Científica,estructuras discretas,Pontificia Universidad Catolica del Peru (PUCP),3,estructuras discretas,"['estructuras', 'discretas']"
269,Computación Científica,fisica,Pontificia Universidad Catolica del Peru (PUCP),3,fisica,['fisica']
270,Computación Científica,laboratorio de fisica,Pontificia Universidad Catolica del Peru (PUCP),3,laboratorio fisica,"['laboratorio', 'fisica']"
271,Computación Científica,fundamentos de programacion,Pontificia Universidad Catolica del Peru (PUCP),3,fundamentos programacion,"['fundamentos', 'programacion']"
272,Computación Científica,calculo aplicado,Pontificia Universidad Catolica del Peru (PUCP),4,calculo aplicado,"['calculo', 'aplicado']"
273,Computación Científica,fisica,Pontificia Universidad Catolica del Peru (PUCP),4,fisica,['fisica']
274,Computación Científica,laboratorio de fisica,Pontificia Universidad Catolica del Peru (PUCP),4,laboratorio fisica,"['laboratorio', 'fisica']"
275,Computación Científica,tecnicas de programacion,Pontificia Universidad Catolica del Peru (PUCP),4,tecnicas programacion,"['tecnicas', 'programacion']"
276,Computación Científica,electivos de humanidades,Pontificia Universidad Catolica del Peru (PUCP),4,electivos humanidades,"['electivos', 'humanidades']"
277,Computación Científica,electivos de teologia y religion,Pontificia Universidad Catolica del Peru (PUCP),4,electivos teologia religion,"['electivos', 'teologia', 'religion']"
278,Computación Científica,calculo,Universidad Nacional Mayor de San Marcos,3,calculo,['calculo']
279,Computación Científica,elementos de algebra y geometria,Universidad Nacional Mayor de San Marcos,3,elementos algebra geometria,"['elementos', 'algebra', 'geometria']"
